qasrl_id,tokens,sentence
Wiki1k:wikinews:1876406:3:2,CEP members were sworn in yesterday at the Supreme Court ; the presidential commission also recommended a new head for the court .,CEP members were sworn in yesterday at the Supreme Court; the presidential commission also recommended a new head for the court.
Wiki1k:wikinews:1876406:4:0,"This month Martelly installed a new cabinet including opposition members , amongst them appointing Evans Paul as Prime Minister .","This month Martelly installed a new cabinet including opposition members, amongst them appointing Evans Paul as Prime Minister."
Wiki1k:wikinews:1876406:4:2,"Paul was yesterday joined by foreign diplomats to welcome the new CEP in Petionville , the CEP headquarters .","Paul was yesterday joined by foreign diplomats to welcome the new CEP in Petionville, the CEP headquarters."
Wiki1k:wikinews:1876406:5:0,"Protests continued around the nation yesterday , with anger directed at foreign leaders who have supported Martelly as well as the local regime .","Protests continued around the nation yesterday, with anger directed at foreign leaders who have supported Martelly as well as the local regime."
Wiki1k:wikinews:1876406:6:0,"The UN is unpopular in Haiti where many blame their peacekeeping force for a 2010 cholera outbreak , which is ongoing with 9,000 deaths .","The UN is unpopular in Haiti where many blame their peacekeeping force for a 2010 cholera outbreak, which is ongoing with 9,000 deaths."
Wiki1k:wikinews:1895169:0:0,After South Africa 's first democratic elections in 1994 de Kock was arrested and subsequently detailed his actions to the nation 's Truth and Reconciliation Commission -LRB- TRC -RRB- .,"After South Africa""s first democratic elections in 1994 de Kock was arrested and subsequently detailed his actions to the nation""s Truth and Reconciliation Commission (TRC)."
Wiki1k:wikinews:1895169:0:2,"His methods included bombings , shootings , and stabbings and he operated internationally and at home .","His methods included bombings, shootings, and stabbings and he operated internationally and at home."
Wiki1k:wikinews:1895169:1:0,The TRC granted de Kock immunity for most crimes in exchange for his testimony .,The TRC granted de Kock immunity for most crimes in exchange for his testimony.
Wiki1k:wikinews:1895169:1:1,"He was charged with remaining offences , not covered due to limits in TRC power , and in 1996 jailed for life for six murders .","He was charged with remaining offences, not covered due to limits in TRC power, and in 1996 jailed for life for six murders."
Wiki1k:wikinews:1895169:1:4,The TRC could only grant immunity where the offence was a human rights violation and the offender gave a full confession .,The TRC could only grant immunity where the offence was a human rights violation and the offender gave a full confession.
Wiki1k:wikinews:1895169:2:0,During his TRC testimony de Kock accused police commanders of ordering murders including those of African National Council -LRB- ANC -RRB- members .,During his TRC testimony de Kock accused police commanders of ordering murders including those of African National Council (ANC) members.
Wiki1k:wikinews:1895169:2:1,"In a 2007 prison interview he said FW de Klerk , the last white President , had hands `` soaked in blood '' .","In a 2007 prison interview he said FW de Klerk, the last white President, had hands """"soaked in blood""""."
Wiki1k:wikinews:1895169:2:2,De Klerk denies de Kock 's allegations he ordered individual murders .,"De Klerk denies de Kock""s allegations he ordered individual murders."
Wiki1k:wikinews:1895169:5:1,She said to a BBC reporter `` I think it will actually close a chapter in our history because we 've come a long way and I think his release will just once again help with the reconciliation process because there 's still a lot of things that we need to do as a country '' .,"She said to a BBC reporter """"I think it will actually close a chapter in our history because we""ve come a long way and I think his release will just once again help with the reconciliation process because there""s still a lot of things that we need to do as a country""""."
Wiki1k:wikinews:1895169:5:2,She said `` He got the instructions from the top and they -LSB- more senior officials -RSB- got away with it -LSB- ... -RSB- they 're amongst us today and one man is taking the fall '' .,"She said """"He got the instructions from the top and they [more senior officials] got away with it [...] they""re amongst us today and one man is taking the fall""""."
Wiki1k:wikinews:1895169:6:0,"Eddie Makue said to The Associated Press the release stirred up `` mixed feelings , which is something we 've gotten used to as South Africans '' .","Eddie Makue said to The Associated Press the release stirred up """"mixed feelings, which is something we""ve gotten used to as South Africans""""."
Wiki1k:wikinews:1895169:6:3,Her sister Jacqui Quin was murdered in Lesotho in 1985 by de Kock .,Her sister Jacqui Quin was murdered in Lesotho in 1985 by de Kock.
Wiki1k:wikinews:1895169:8:1,"Remorse and his help to the Missing Persons Task Team were cited by Masutha as reasons to release him , which was initially decided against last July . ''","Remorse and his help to the Missing Persons Task Team were cited by Masutha as reasons to release him, which was initially decided against last July."""""
Wiki1k:wikinews:1895169:8:2,"-LSB- H -RSB- is key role has been to introduce us to other former security police who can assist with finding others , '' said Task Team leader Madeleine Fullard .","[H] is key role has been to introduce us to other former security police who can assist with finding others,"""" said Task Team leader Madeleine Fullard."
Wiki1k:wikinews:1895169:8:3,Fullard said de Kock had also directly assisted in retrieving two bodies .,Fullard said de Kock had also directly assisted in retrieving two bodies.
Wiki1k:wikinews:1895169:9:4,Derby-Lewis sought parole because he has lung cancer .,Derby-Lewis sought parole because he has lung cancer.
Wiki1k:wikinews:1895169:9:5,Masutha said in rejecting the application that Derby-Lewis was remorseless .,Masutha said in rejecting the application that Derby-Lewis was remorseless.
Wiki1k:wikinews:1912987:1:1,"The six-year-old Airbus A320-200 was 40 minutes from Juanda International Airport with 155 passengers and seven crew , bound for Singapore 's Changi International Airport .","The six-year-old Airbus A320-200 was 40 minutes from Juanda International Airport with 155 passengers and seven crew, bound for Singapore""s Changi International Airport."
Wiki1k:wikinews:1912987:3:1,"Iriyanto has a decade of experience training other pilots , and previous employers include the air force .","Iriyanto has a decade of experience training other pilots, and previous employers include the air force."
Wiki1k:wikinews:1912987:4:0,"The aircraft entered an excessively steep climb before stalling , the NTSC said last month .","The aircraft entered an excessively steep climb before stalling, the NTSC said last month."
Wiki1k:wikinews:1912987:4:3,"AirAsia has declined to comment pending the NTSC investigation , which is expected to continue for several months .","AirAsia has declined to comment pending the NTSC investigation, which is expected to continue for several months."
Wiki1k:wikinews:1912987:5:1,"NTSC head investigator Marjono Siswosuwarno last month reported satellite data showed storms as high as 44,000 ft. The plane was attempting to avoid storms in the minutes before contact was lost .","NTSC head investigator Marjono Siswosuwarno last month reported satellite data showed storms as high as 44,000 ft. The plane was attempting to avoid storms in the minutes before contact was lost."
Wiki1k:wikinews:1919766:0:0,"Two men were shot during a robbery at a car stereo and alarm business in the city of Houston , Texas yesterday evening , according to police .","Two men were shot during a robbery at a car stereo and alarm business in the city of Houston, Texas yesterday evening, according to police."
