sentence_id,predicate_idx,predicate,sentence
Wiki1k:wikinews:1435785:2:0,11,scoring,Toads appeared to continue their dominance early in the second half scoring two converted tries.
Wiki1k:wikinews:1435785:2:0,13,converted,Toads appeared to continue their dominance early in the second half scoring two converted tries.
Wiki1k:wikinews:1435785:2:2,2,run,"University would run out the match scoring three more tries, only one of which was converted."
Wiki1k:wikinews:1435785:2:2,6,scoring,"University would run out the match scoring three more tries, only one of which was converted."
Wiki1k:wikinews:1435785:2:2,16,converted,"University would run out the match scoring three more tries, only one of which was converted."
Wiki1k:wikinews:1483963:1:2,1,retook,Caloundra retook the lead five minutes later through another penalty goal.
Wiki1k:wikinews:1483963:3:1,2,achieved,This was achieved by making Caloundra ground the ball behind said try line after carrying it over.
Wiki1k:wikinews:1483963:3:1,4,making,This was achieved by making Caloundra ground the ball behind said try line after carrying it over.
Wiki1k:wikinews:1483963:3:1,14,carrying,This was achieved by making Caloundra ground the ball behind said try line after carrying it over.
Wiki1k:wikinews:1483963:5:0,1,slotted,"University slotted the match""s final penalty goal around five minutes before full time."
Wiki1k:wikinews:1504550:0:0,4,died,Dr. Sheik Humarr Khan died from Ebola virus on Tuesday afternoon at Kailahun treatment centre in Sierra Leone.
Wiki1k:wikinews:1504550:0:2,5,declared,"On Thursday, Sierra Leone declared a state of emergency, quarantining Ebola epicentres."
Wiki1k:wikinews:1504550:0:2,11,quarantining,"On Thursday, Sierra Leone declared a state of emergency, quarantining Ebola epicentres."
Wiki1k:wikinews:1504550:1:0,11,announced,"The previous Tuesday, Minister of Health and Sanitation Miatta Kargbo announced Dr. Khan had contracted Ebola."
Wiki1k:wikinews:1504550:1:0,15,contracted,"The previous Tuesday, Minister of Health and Sanitation Miatta Kargbo announced Dr. Khan had contracted Ebola."
Wiki1k:wikinews:1513779:1:1,11,explains,"As coauthor Shayne McGregor of the University of New South Wales explains, """"the main cause of the Pacific wind, temperature, and sea level trends over the past 20 years lies in the Atlantic Ocean [...] We saw that the rapid Atlantic surface warming observed since the early 1990s, induced partly by greenhouse gases, has generated unusually low sea level pressure over the tropical Atlantic."
Wiki1k:wikinews:1513779:1:1,33,lies,"As coauthor Shayne McGregor of the University of New South Wales explains, """"the main cause of the Pacific wind, temperature, and sea level trends over the past 20 years lies in the Atlantic Ocean [...] We saw that the rapid Atlantic surface warming observed since the early 1990s, induced partly by greenhouse gases, has generated unusually low sea level pressure over the tropical Atlantic."
Wiki1k:wikinews:1513779:1:1,42,saw,"As coauthor Shayne McGregor of the University of New South Wales explains, """"the main cause of the Pacific wind, temperature, and sea level trends over the past 20 years lies in the Atlantic Ocean [...] We saw that the rapid Atlantic surface warming observed since the early 1990s, induced partly by greenhouse gases, has generated unusually low sea level pressure over the tropical Atlantic."
Wiki1k:wikinews:1513779:1:1,49,observed,"As coauthor Shayne McGregor of the University of New South Wales explains, """"the main cause of the Pacific wind, temperature, and sea level trends over the past 20 years lies in the Atlantic Ocean [...] We saw that the rapid Atlantic surface warming observed since the early 1990s, induced partly by greenhouse gases, has generated unusually low sea level pressure over the tropical Atlantic."
Wiki1k:wikinews:1513779:1:1,55,induced,"As coauthor Shayne McGregor of the University of New South Wales explains, """"the main cause of the Pacific wind, temperature, and sea level trends over the past 20 years lies in the Atlantic Ocean [...] We saw that the rapid Atlantic surface warming observed since the early 1990s, induced partly by greenhouse gases, has generated unusually low sea level pressure over the tropical Atlantic."
Wiki1k:wikinews:1513779:1:1,62,generated,"As coauthor Shayne McGregor of the University of New South Wales explains, """"the main cause of the Pacific wind, temperature, and sea level trends over the past 20 years lies in the Atlantic Ocean [...] We saw that the rapid Atlantic surface warming observed since the early 1990s, induced partly by greenhouse gases, has generated unusually low sea level pressure over the tropical Atlantic."
Wiki1k:wikinews:1513779:1:3,2,move,"These parcels move westward aloft and then sink again in the eastern equatorial Pacific, where their sinking creates a high pressure system."
Wiki1k:wikinews:1513779:1:3,7,sink,"These parcels move westward aloft and then sink again in the eastern equatorial Pacific, where their sinking creates a high pressure system."
Wiki1k:wikinews:1513779:1:3,18,creates,"These parcels move westward aloft and then sink again in the eastern equatorial Pacific, where their sinking creates a high pressure system."
Wiki1k:wikinews:1513779:1:4,1,resulting,"The resulting Atlantic--Pacific pressure difference strengthens the Pacific trade winds."""""
Wiki1k:wikinews:1513779:1:4,7,strengthens,"The resulting Atlantic--Pacific pressure difference strengthens the Pacific trade winds."""""
Wiki1k:wikinews:1513779:2:0,10,reports,"Coauthor Malte Stuecker of the University of Hawaii Meteorology Department reports that """"Our study documents that some of the largest tropical and subtropical climate trends of the past 20 years are all linked: Strengthening of the Pacific trade winds, acceleration of sea level rise [three times faster than the global average] in the western Pacific, eastern Pacific surface cooling, the global warming hiatus, and even the massive droughts in California""""."
Wiki1k:wikinews:1513779:2:0,33,linked,"Coauthor Malte Stuecker of the University of Hawaii Meteorology Department reports that """"Our study documents that some of the largest tropical and subtropical climate trends of the past 20 years are all linked: Strengthening of the Pacific trade winds, acceleration of sea level rise [three times faster than the global average] in the western Pacific, eastern Pacific surface cooling, the global warming hiatus, and even the massive droughts in California""""."
Wiki1k:wikinews:1513779:2:0,35,Strengthening,"Coauthor Malte Stuecker of the University of Hawaii Meteorology Department reports that """"Our study documents that some of the largest tropical and subtropical climate trends of the past 20 years are all linked: Strengthening of the Pacific trade winds, acceleration of sea level rise [three times faster than the global average] in the western Pacific, eastern Pacific surface cooling, the global warming hiatus, and even the massive droughts in California""""."
Wiki1k:wikinews:1513779:2:1,5,adds,"His colleague cauthor Fei-Fei Jin adds, """"We are just starting to grasp the scope of the impacts of this global atmospheric reorganization and of the out-of phase temperature trends in the Atlantic and Pacific regions""""."
Wiki1k:wikinews:1513779:2:1,11,starting,"His colleague cauthor Fei-Fei Jin adds, """"We are just starting to grasp the scope of the impacts of this global atmospheric reorganization and of the out-of phase temperature trends in the Atlantic and Pacific regions""""."
Wiki1k:wikinews:1513779:2:1,13,grasp,"His colleague cauthor Fei-Fei Jin adds, """"We are just starting to grasp the scope of the impacts of this global atmospheric reorganization and of the out-of phase temperature trends in the Atlantic and Pacific regions""""."
Wiki1k:wikinews:1513779:2:2,15,showed,"Work earlier this year by coauthor Matthew England, University of New South Wales, showed the stronger winds have churned up the waters of the Western Pacific Ocean, so more heat flows from the winds into the water."
Wiki1k:wikinews:1513779:2:2,20,churned,"Work earlier this year by coauthor Matthew England, University of New South Wales, showed the stronger winds have churned up the waters of the Western Pacific Ocean, so more heat flows from the winds into the water."
Wiki1k:wikinews:1513779:2:2,33,flows,"Work earlier this year by coauthor Matthew England, University of New South Wales, showed the stronger winds have churned up the waters of the Western Pacific Ocean, so more heat flows from the winds into the water."
Wiki1k:wikinews:1513779:3:0,8,notes,"Coauthor Axel Timmermann of the University of Hawaii notes a further amplifying effect: """"Stronger trade winds in the equatorial Pacific also increase the upwelling of cold waters to the surface."
Wiki1k:wikinews:1513779:3:0,11,amplifying,"Coauthor Axel Timmermann of the University of Hawaii notes a further amplifying effect: """"Stronger trade winds in the equatorial Pacific also increase the upwelling of cold waters to the surface."
Wiki1k:wikinews:1513779:3:0,23,increase,"Coauthor Axel Timmermann of the University of Hawaii notes a further amplifying effect: """"Stronger trade winds in the equatorial Pacific also increase the upwelling of cold waters to the surface."
Wiki1k:wikinews:1513779:3:2,3,said,"As Professor England said, """"It will be difficult to predict when the Pacific cooling trend and its contribution to the global hiatus in surface temperatures will come to an end."
Wiki1k:wikinews:1513779:3:2,11,predict,"As Professor England said, """"It will be difficult to predict when the Pacific cooling trend and its contribution to the global hiatus in surface temperatures will come to an end."
Wiki1k:wikinews:1513779:3:2,28,come,"As Professor England said, """"It will be difficult to predict when the Pacific cooling trend and its contribution to the global hiatus in surface temperatures will come to an end."
